"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Tunisia","TUN","Services, etc., value added (current US$)","NV.SRV.TETC.CD","","","","","","471619047.619048","513333333.333333","545333333.333333","607619047.619048","630095238.095238","702857142.857143","793077070.185504","1021588765.45798","1237666034.1556","1479725085.91065","1895848869.00323","1981809701.49254","2233799533.79953","2633829889.47621","3116851168.51169","3611509014.5715","3522478736.3305","3560013543.25377","3377578078.96288","3258882595.26262","3260635110.84482","3941057934.50882","4039459394.23193","4537304733.038","4514168334.56231","5301022727.27273","5468043478.26087","6520805065.58119","6410481219.4879","7058521154.60656","8369038807.23274","8849804807.88987","10660276697.7123","11384210064.1082","11894284269.0946","11086160356.0225","11539653854.1739","12525567981.9934","15085215366.7055","17020955439.5825","17762602127.3316","19005033809.166","21259872014.9836","24042772502.232","24115011478.9306","24393670532.346","25820429038.2157","25479608169.5371","26523727457.3767","27011309418.6252","24476001855.7551","",
"Tunisia","TUN","Textiles and clothing (% of value added in manufacturing)","NV.MNF.TXTL.ZS.UN","","","","11.5106481788629","11.978465679677","15.1461604483263","21.2190757740781","21.0210769345349","18.4382700314385","16.4460285132383","18.1751503593956","17.5040738728952","19.1787107134664","19.5906130466246","16.1117247909105","18.1791654508316","22.1783047870004","18.2040019521718","18.3901471821856","18.7026660919894","18.6294095999159","19.4052927599883","","","","","","","","17.7138802392218","20.2630663540457","20.4621181711219","21.8312724651829","24.0005470773519","25.4480110207256","33.4187807537052","33.9737327689135","33.3785149222466","36.3831081903371","35.1372779992751","35.1081357275438","36.6052897157111","35.947914769623","31.113447493675","29.5720049014373","27.2702200684221","23.9915230022406","25.5316689782709","20.4443079443079","19.1118757056072","18.9601804732176","","","","","","",
"Tunisia","TUN","Other manufacturing (% of value added in manufacturing)","NV.MNF.OTHR.ZS.UN","","","","31.3806143435282","32.7590847913863","33.7759377997678","35.5725844095223","32.2670738065093","34.8032967966692","37.3557365919891","38.4186592342673","39.3400325909832","39.2062399632943","37.1549674351287","35.2611645889222","38.276918587686","39.908400777966","47.0872709525711","48.2193243346298","47.1922911150791","45.4366226801956","49.4790149461089","","","","","","","","57.3639667648944","54.8831860036261","52.6128782892666","51.6685037818066","47.5937247591226","44.4262709634167","37.8974041662984","37.257136654727","36.1263770116076","32.5398563952781","32.6023921710765","32.6284176937997","33.0140716339471","33.0285922418503","42.4810279967919","42.3212245393809","45.0006266618092","49.3491071248445","39.2279241793805","65.1617526617527","65.9964518036665","65.5107287130791","","","","","","",
"Tunisia","TUN","Machinery and transport equipment (% of value added in manufacturing)","NV.MNF.MTRN.ZS.UN","","","","2.32203277383401","2.77254374158816","1.918513656788","1.57538509413412","1.26610560810308","1.10459682215991","1.73116089613035","1.68695907290597","2.11841390548615","2.22528102775866","2.29504807195286","2.91147230550734","3.66209512693318","3.50712089842525","3.07023381693953","3.97315640966979","3.74361184656117","3.38836023342621","3.42841777399332","","","","","","","","1.79886146309487","2.22006407558064","2.37075657392628","2.23324397312031","2.53215521287543","2.56427408909204","2.99360617578597","2.87094323238902","2.74539763905661","3.04977485700377","3.32321493294672","3.24302905170077","3.60073880838586","3.87361136405026","","","","","8.4835876098012","","","","","","","","","",
"Tunisia","TUN","Food, beverages and tobacco (% of value added in manufacturing)","NV.MNF.FBTO.ZS.UN","","","","35.1489418164931","36.8506056527591","28.9645074973494","26.8904621129609","24.9646235197736","31.1751210808055","30.4820095044128","28.73698107672","26.6974470396524","24.0422115164028","23.7361728522692","21.7768660249329","25.014590020426","25.3654558002384","21.1012023603532","18.7485701212537","17.7913921556554","17.8539508963777","16.6625585407937","","","","","","","","16.2736127833525","18.5796774984253","19.1122439233085","19.1504378763231","19.9661262446902","20.4451416526874","16.3705471581367","15.9068707261478","17.2634743820391","17.2398685651698","18.4962848858282","18.8325095413877","17.1601576632329","17.1389546530687","16.7355192939524","18.5087163342137","17.8996753024208","17.3364069964081","17.5797503467406","8.0978705978706","8.68232890704801","9.07087770840984","","","","","","",
"Tunisia","TUN","Chemicals (% of value added in manufacturing)","NV.MNF.CHEM.ZS.UN","","","","19.6377628872819","15.6393001345895","20.1948805977685","14.7424926093045","20.4811201310792","14.4787152689268","13.9850644942295","12.9822502567112","14.3400325909832","15.3475567790778","17.2231985940246","23.938772289727","14.8672308141231","9.04071773636991","10.5372909179644","10.6688019522611","12.5700387907149","14.6916565900846","11.0247159791158","","","","","","","","6.84967874943649","4.05400606832223","5.44200304237675","5.11654190356711","5.90744670595993","7.11630227407831","9.31966174607384","9.99131661782264","10.4862360450502","10.7873919922113","10.4408300108735","10.187907985568","9.61974217872308","10.0109269714078","9.67000521558063","9.59805422496817","9.82947796734784","9.3229628765068","9.17706888580675","6.2960687960688","6.2093435836783","6.45821310529353","","","","","","",
"Tunisia","TUN","Industry, value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","21.9394471259324","22.2904318374259","23.2854541776249","23.0590754952704","24.8972602739726","23.8058787507655","23.5839206473506","23.0091348737238","24.6832897647295","30.9474616292798","29.39453125","28.9627247826605","30.1915052958168","30.8090310442145","33.6777024331871","35.9485656473353","36.6001043755322","35.2946743322214","38.0895275509149","38.4235660245748","37.4924535382708","34.9589980139663","33.6444614925628","35.023589580938","35.0900694468925","33.605924689684","33.1094751840418","32.839666248495","32.40595765439","33.6114586667443","33.7190216075128","32.6018714699863","29.7363916466963","29.0954556821023","29.4325740526985","30.1885267666447","30.0475199308801","29.8480340753442","28.2255695618803","28.3301569859611","29.2935854614312","29.261757501311","31.1778960984005","33.8556162126474","30.3289871662432","31.5365444491236","31.4732829926716","31.1054529073869","30.2336945183787","29.295957567701","28.1994905134192","",
"Tunisia","TUN","Industry, value added (constant LCU)","NV.IND.TOTL.KN","","","","","","1669542100","1870788800","1957355800","2427488400","2456158600","2638477700","2877580000","3388908800","3447362000","3876299400","4129597400","4439957500","4770080200","5189553500","5752098300","6271499100","6700714700","6709343200","7159156400","7431661000","7562763500","7501804800","7529083700","7705278600","8777760200","8968151800","9260975800","9925953400","10204303200","10791064500","11108661700","11480258600","12167782600","12884990700","13428812500","13594178500","13979148100","14232525400","14117995700","14838216800","15164613500","15394516100","17109220300","17366260800","17352279900","18272453600","17223617900","17431451778.6823","17425832260.1347","17396689366.8324","17140661395.2254","",
"Tunisia","TUN","Industry, value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","12.0540057061155","4.62729945785433","24.0187604113673","1.18106434617771","7.42293677615118","9.06213078852247","17.7694034570716","1.72483839045769","12.4424821066079","6.53453136256708","7.51550502235403","7.43526711685864","8.79384166329112","10.8399460570163","9.02976223476573","6.8439075435728","0.128769845998661","6.70428068130423","3.80637863980735","1.76410764699844","-0.806037369805381","0.363631162463747","2.34019048028379","13.9187906846094","2.16902257138445","3.26515436547361","7.18042692650165","2.80426261118653","5.75013588384945","2.94314986255529","3.34510951935823","5.98875011404361","5.89432046558753","4.22058356627295","1.23142682943858","2.83187101007979","1.81253748931954","-0.804703991605052","5.10144014281009","2.1997029993523","1.51604655140076","11.1384092157336","1.50235075294461","-0.0805061041119473","5.30289797826509","-5.73998283405136","1.2066795715568","-0.0322378113937134","-0.167239606506314","-1.47170514003159","",
"Tunisia","TUN","Industry, value added (constant 2010 US$)","NV.IND.TOTL.KD","","","","","","1166366635.88316","1306960536.72674","1367437514.55707","1695879054.95369","1715908477.82604","1843279279.27169","2010319658.35702","2367541469.22731","2408377733.39855","2708039701.93619","2884997405.56998","3101819530.48037","3332448098.05448","3625498307.30875","4018500368.11905","4381361396.76339","4681217719.90766","4687245716.75645","5001491825.83021","5191867542.36032","5283457674.69713","5240871031.42122","5259928471.67601","5383020817.03991","6132272217.07264","6265282585.59968","6469853733.45265","6934416853.03476","7128876112.14823","7538796175.58803","7760674244.86818","8020277297.79964","8500591663.61823","9001643777.74291","9381565675.72076","9497092792.47298","9766038210.0634","9943051313.84207","9863039183.03225","10366196223.2165","10594221752.4574","10754835085.9833","11952752628.3374","12132324897.4468","12122557635.3337","12765404499.0918","12032672472.1467","12177868272.7804","12173942394.5749","12153582741.2179","11974717839.3174","",
"Tunisia","TUN","Industry, value added (current LCU)","NV.IND.TOTL.CN","","","","","","100000000","105300000","115100000","129200000","145400000","155500000","180700000","214100000","245500000","419400000","451500000","486400000","564400000","655000000","844300000","1101500000","1332500000","1491800000","1842200000","2148300000","2297800000","2182700000","2368200000","2650200000","2986200000","3221800000","3485600000","3900400000","4118700000","4620500000","5012400000","5431700000","6080200000","6399400000","7088600000","7844700000","8416100000","8738400000","8936300000","9900200000","11138300000","12220500000","14293600000","17383200000","16294400000","18272400000","19223000000","20853500000","21593600000","22016000000","22067674966.1815","",
"Tunisia","TUN","Industry, value added (current US$)","NV.IND.TOTL.CD","","","","","","190476190.47619","200571428.571429","219238095.238095","246095238.095238","276952380.952381","296190476.190476","345572767.259514","448752881.995389","582305502.8463","960824742.268041","1122296793.43773","1134328358.20896","1315617715.61772","1573762614.12782","2076998769.9877","2720424796.24599","2698460915.35034","2525478246.14864","2713906894.51974","2765576725.02575","2753505092.86998","2748992443.32494","2857728973.09038","3089531359.29121","3145686295.16486","3661136363.63636","3788695652.17391","4410221619.17684","4103516987.14755","4567516805.06129","5300200909.37929","5580131497.84261","5497965457.99801","5619917449.72337","5975889394.70578","5723134165.02517","5849794953.77772","6146444397.55223","6935428793.17035","7948775592.13167","8585093263.44998","9181442524.41773","11154674574.6839","14108595081.5681","12067244316.0779","12765404499.0918","13654638442.9606","13351366924.8992","13290822921.1547","12968133356.8946","11249834301.6831","",
"Tunisia","TUN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS","","","","","","9.23650724001755","9.35647756138866","9.32632004855351","9.31643762270213","10.3253424657534","9.72137170851194","9.95823544766379","10.9188608275121","10.7782022923788","11.3783943329398","10.29296875","12.0459687983804","12.3729538889483","12.9256820319849","13.5141603510172","13.6190072125583","13.5660724585931","12.6363356755862","16.6049829422103","17.0216951941478","17.2858844453147","18.0825164968928","17.231385585816","19.2668067504526","19.1137589452533","19.0507979555648","19.3654713844692","19.0762054710325","19.8415383525968","21.2529461401926","21.7541640879369","20.974508874177","18.7685234997799","18.8028825388165","18.6425125185806","18.2992953816907","18.8423130888669","18.5788504694924","17.6318607214714","17.4352854992588","17.4212976356416","17.1770503343893","18.051577806231","19.5264981468534","18.3845659882179","17.9872765807623","17.5310917985762","17.0478496091215","16.7376295638757","16.7735857341887","16.8553890267238","",
"Tunisia","TUN","Manufacturing, value added (constant LCU)","NV.IND.MANF.KN","","","","","","735231300","733369300","720568500","693337600","747333900","704509500","1005211700","1335472500","1415302700","1628959800","1724616600","2335331200","2411437500","2552944600","2848526600","3191821000","3606334100","3707809400","3920535200","4176318600","4338539600","4298973200","4397423400","4569186600","5439873500","4251028700","4416275300","4701616700","4932962100","5359345100","5594647000","5745696400","6175803300","6545456700","7002860000","7404792500","7912415500","7977070500","8036068000","8228832100","8336290200","8675220600","9428566700","9833679700","9737895100","10421931500","10139179400","10346827424.1707","10506429211.4826","10600581215.5489","10598728664.1154","",
"Tunisia","TUN","Manufacturing, value added (annual % growth)","NV.IND.MANF.KD.ZG","","","","","","","-0.253253635964626","-1.74547802860032","-3.77908554148566","7.78787995920027","-5.73029003501647","42.6824904419316","32.8548503762939","5.97767456836435","15.0962122802423","5.87226277775545","35.4116155439997","3.25890820111512","5.86816369903845","11.5780812478266","12.051648034461","12.9867276391753","2.8138075171682","5.73723665515277","6.52419598222203","3.88430614465094","-0.911975080278154","2.29008638620959","3.90599640689591","19.0556214097275","-21.8542728980738","3.88721440530384","6.46113252948699","4.92054998868797","8.64354907571661","4.39049726430194","2.69989152130599","7.4857227054322","5.98551122896029","6.98810367197143","5.73954784188173","6.85533051736427","0.817133528945718","0.73958854945559","2.39873654628109","1.30587304120596","4.06572218419173","8.68388407321885","4.29665518514071","-0.974046368420971","7.02447903756945","-2.71304891996269","2.04797662590623","1.54251908115393","0.896137043053628","-0.0174759420812052","",
"Tunisia","TUN","Manufacturing, value added (constant 2010 US$)","NV.IND.MANF.KD","","","","","","513643340.634141","512342520.198095","503399694.07686","484375789.022118","522098394.02259","492180641.776933","702255597.160409","932980622.866611","988751168.287476","1138015143.57553","1204842383.25693","1631496535.92704","1684665510.33728","1783524440.26511","1990022349.03385","2229852838.34652","2519437753.21701","2590329882.1074","2738943237.59304","2917637262.25543","3030967225.71184","3003325559.92195","3072104309.70328","3192100593.65638","3800375197.80121","2969830830.92302","3085274522.79581","3284618198.61215","3446239479.0124","3744116879.64756","3908502228.82075","4014027549.10674","4314506520.75252","4572751793.02639","4892300428.98501","5173096352.67519","5527729205.63278","5572898134.36134","5614114650.8359","5748782470.71562","5823854271.19827","6060636006.27737","6586934611.16226","6869952478.67459","6803035956.04381","7280913790.69442","7083379037.73258","7228444984.74968","7339945127.91016","7405721095.14117","7404426875.61189","",
"Tunisia","TUN","Manufacturing, value added (current LCU)","NV.IND.MANF.CN","","","","","","42100000","44200000","46100000","52200000","60300000","63500000","76300000","101600000","107200000","154200000","158100000","202300000","231300000","274800000","338800000","417300000","493900000","534100000","803100000","951700000","1059400000","1129000000","1212900000","1457900000","1626600000","1826400000","2038700000","2265700000","2521800000","2921600000","3233800000","3494500000","3837600000","4135600000","4489900000","4755200000","5277600000","5439200000","5582300000","6092900000","6624100000","7173600000","8275800000","10025900000","9877200000","10421900000","10707500000","11429100000","11954400000","12605400000","13190282508.5893","",
"Tunisia","TUN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","80190476.1904762","84190476.1904762","87809523.8095238","99428571.4285714","114857142.857143","120952380.952381","145917001.338688","212953259.274785","254269449.71537","353264604.810997","392990305.741984","471781716.41791","539160839.160839","660259490.629505","833456334.563346","1030624845.6409","1000202511.13811","904181479.600474","1183117265.76311","1225154479.91761","1269502696.22528","1421914357.68262","1463617714.49258","1699580321.75332","1713473085.43137","2075454545.45455","2215978260.86957","2561849841.70059","2512503736.17615","2888098062.47529","3419477635.61383","3589993836.03863","3470114838.593","3631860894.00193","3785112122.7449","3469176333.26038","3668311670.25787","3825842301.47007","4332402017.85021","4891930951.42513","5105672884.23","5389631855.74756","6458404869.67379","8137245353.46157","7314818929.12686","7280913790.69442","7605838897.57068","7317433894.61553","7357912229.95014","7424986746.77505","6724246792.71477","",
"Tunisia","TUN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","23.7384817902589","20.6604572396274","18.794254501315","20.0071390326611","18.458904109589","19.7030006123699","22.2918298094492","24.6104245029554","22.8534084053891","21.3916765053129","20.9505208333333","20.4358699535548","18.5460575585749","17.6293508936971","15.7838053450339","16.3277960902059","15.6233691323097","14.9525634655878","14.5063579034426","16.2991182414909","18.1098764827778","14.922480620155","18.7983917941724","13.5405516129459","14.5544705702636","17.7354751225618","19.1052006649252","18.6047099039328","16.9697160436517","14.4462711321908","13.0385060409547","15.6932181721056","12.6062503056683","11.9661733615222","11.9854510425922","11.3339259669741","10.6789530620187","9.3259735690644","10.3811397870519","11.0056144085985","10.0978355206059","10.1681644146571","9.3996549264592","8.45027081454706","9.06199104708193","8.19963272604262","9.01187349780277","9.53322802511286","9.43066801265151","9.68352754413487","10.4475363112749","",
"Tunisia","TUN","Agriculture, value added (constant LCU)","NV.AGR.TOTL.KN","","","","","","1112543600","994728600","888573100","1100884000","1061554200","1136211000","1403513800","1795418800","1621393600","1821348600","1927155800","2014168800","1812647400","1919846900","1828309700","2008599900","2139814800","1919150900","1967181800","2220214700","2605680600","2288432600","2758300600","2046537300","2270507900","2958951900","3370521700","3554466400","3374698300","3038133400","2737069600","3545765100","3651050500","3701334500","4108046800","4092392200","3987725500","3592467400","4230611400","4802378900","4427370700","4777655800","4817193100","4785514500","5227198000","4750929600","5240126700","5545616200","5365103725.74532","5549788125.5658","6057686215.00336","",
"Tunisia","TUN","Agriculture, value added (annual % growth)","NV.AGR.TOTL.KD.ZG","","","","","","","-10.5896973386032","-10.671805354747","23.8934647020037","-3.57256532023355","7.03278268787406","23.5258063863138","27.9231312153824","-9.69273575613666","12.3322924180779","5.80927780656599","4.51509940192692","-10.0051892373668","5.9139742235583","-4.76794269376376","9.86103174970849","6.53265491051754","-10.3122896430102","2.5027161751585","12.8627105029134","17.361649753963","-12.1752451163815","20.532306697606","-25.8044137756414","10.9438806710242","30.3211453261185","13.9093102527283","5.45745485038709","-5.05752705947648","-9.97318486218457","-9.90949903648075","29.5460334658644","2.96932811482633","1.37724745247978","10.9882611258183","-0.381071608044977","-2.55759210957348","-9.91186830688321","17.7633901423851","13.5150087289984","-7.80880075914041","7.91180869494393","0.827546011163037","-0.657615323745276","9.22959276374567","-9.11135181793381","10.2968711639086","5.82981132879863","-3.25504809104316","3.44232673329768","9.15166629691436","",
"Tunisia","TUN","Agriculture, value added (constant 2010 US$)","NV.AGR.TOTL.KD","","","","","","777236739.173721","694929720.890795","620768173.725043","769091198.195309","741614912.767615","793771077.963428","980512124.91566","1254301812.13859","1132725651.90357","1272416691.59089","1346334912.06252","1407123271.62499","1266337925.49589","1341228823.99286","1277279802.27263","1403232769.10735","1494901123.50443","1340742589.77204","1374297571.43351","1551069489.49557","1820360741.70237","1598727359.39773","1926982964.08781","1429736306.64847","1586204941.95839","2067160447.57966","2354688207.6552","2483194253.45538","2357606032.1475","2122477624.23942","1912150724.51589","2477115417.49913","2550669102.02763","2585798127.25649","2869932377.66595","2858995880.20458","2785874427.15944","2509742222.74426","2955557525.33849","3355001382.87855","3093016009.42316","3337729518.99271","3365350766.49054","3343219704.15232","3651785268.04289","3319058264.63602","3660817418.00065","3874236166.56189","3748127916.17971","3877150725.43656","4231974621.65691","",
"Tunisia","TUN","Agriculture, value added (current LCU)","NV.AGR.TOTL.CN","","","","","","108200000","97600000","92900000","112100000","107800000","128700000","170800000","229000000","227300000","289900000","321800000","343200000","346700000","374800000","395700000","500300000","568800000","632000000","701600000","911300000","1109900000","931700000","1323200000","1024600000","1238600000","1700300000","2011300000","2209700000","2156800000","1985900000","1938200000","2614600000","2577600000","2631900000","2886600000","2945200000","2991100000","2730300000","3286700000","3846000000","3839500000","4246500000","4309300000","4338800000","4868600000","4750900000","5504199999.99999","6391199999.99999","6735600000","7277199999.99999","8175780176.05958","",
"Tunisia","TUN","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","206095238.095238","185904761.904762","176952380.952381","213523809.52381","205333333.333333","245142857.142857","326639892.904953","479983232.026829","539136622.390892","664146620.847652","799900571.712652","800373134.328358","808158508.158508","900528592.023066","973431734.317343","1235613731.78563","1151883353.58445","1069917047.57068","1033588685.91632","1173146240.98867","1330017974.83523","1173425692.69521","1596717750.69386","1194450920.9606","1304750869.06141","1932159090.90909","2186195652.17391","2498530076.88829","2148849257.74634","1963127718.4658","2049487152.3739","2686048900.76022","2330771317.47898","2311319926.23167","2433485078.40162","2148683154.59254","2079029679.57184","1920447351.76198","2550795498.64183","3087916499.39783","2959380299.05966","3190458302.02855","3362962384.89152","3521467413.35931","3605569132.78531","3319058264.63602","3909788322.20485","4091939304.693","4145749984.61254","4286505271.83836","4167914037.55077","",
"Tunisia","TUN","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","33.4422448587354","34.5288197621226","35.7368421052632","31.786106319586","34.8050797401063","46.7443091582848","48.5360871538811","50.0889929742389","52.471119603926","67.5733298875824","63.9600321580338","63.0988101396793","67.5943245586021","69.7008736261524","80.9479808350445","85.838158452196","91.2109562710236","84.3497627175089","77.0840316861029","77.2908739317572","70.2363820298363","67.485056700743","70.6420419897204","83.6754959240699","92.0072159250878","94.161265567647","85.6860202181431","86.0000875541742","88.4109677419355","92.8043860425704","93.7144465686907","85.7203547620671","80.5007104439621","79.9794582620079","77.9051139411665","82.4559257711504","89.5519191091931","85.3416571939188","82.390107793166","86.9482937078062","90.2512478803945","93.9378508972261","104.075472152244","115.396125773054","94.3691928040193","105.756607379331","105.894356216721","108.00474738645","104.795386380028","102.121485844387","92.5727437353635","",
"Tunisia","TUN","External balance on goods and services (% of GDP)","NE.RSB.GNFS.ZS","","","","","","4.65116279069767","7.55718206770357","6.68421052631579","10.083111180806","9.46544595392794","-2.75277924827951","-0.329096686336817","0.608899297423885","-0.356119169634326","3.15932290993668","-1.87205696565981","-4.93016037247801","-8.43104156211507","-7.7740649784613","-2.98767967145791","-5.36364920209011","-8.46708313310908","-10.529930896678","-8.35553360032463","-11.3654793836941","-6.0299502728581","-7.11971398245909","-0.989384341592728","0.360252176523567","-3.31598869644105","-7.04716292056917","-4.95477520617185","-6.92991288359673","-7.52028916319989","-2.93983735724494","-3.90574602094793","-1.5016023035408","-2.27254896833076","-2.93988520793475","-1.94703076889161","-3.36251796434651","-3.91854220150253","-3.77248384567221","-3.42320337655803","-2.50601206016695","-0.386663800721263","-1.88383594455141","-1.90325091060798","-3.04752496028429","-2.70190124954838","-4.80045040401557","-7.21699678410723","-9.2127724594731","-9.31559491905673","-10.982354979212","-10.9888312648735","",
"Tunisia","TUN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","-1098673061.37562","-923141912.756083","-1058730771.73067","-448955591.106907","-416758411.546228","-670556785.608234","-314530799.734759","-375171313.902636","-641464336.812747","-916127492.423843","-1332917188.84065","-1281047861.71719","-1819147087.21017","-2015204783.98261","-2007464360.79486","-2360042012.7799","-3229777554.69521","-3737536327.00104","-3473874590.14423","-3841826069.82285","-2377492404.58849","-1885575399.17919","-743774293.388607","-479352500.973959","-1394740375.2141","-2125637232.8637","-1547193766.04176","-2086277262.13722","-2078147859.20521","-1039422562.73971","-1370058299.53987","-1006597112.77504","-937839485.272392","-1056031256.71799","-699129200.75251","-927365249.662298","-1297808391.65957","-1347476768.0367","-1395898226.69011","-966045408.9118","-161900000","","","","","","","","","","","",
"Tunisia","TUN","External balance on goods and services (current LCU)","NE.RSB.GNFS.CN","","","","","","24200000","41300000","38100000","64300000","64100000","-20800000","-2900000.00000003","6499999.99999997","-4100000","48900000","-32600000","-95300000","-184800000","-193100000","-87300000","-189900000","-352400000","-505900000","-473600000","-728800000","-423200000","-509800000","-79500000.0000005","31200000","-318000000","-762200000","-596000000","-949800000","-1102700000","-464900000","-665999999.999999","-286300000","-521400000","-729900000","-529900000.000002","-989700000","-1244000000","-1241200000","-1210900000","-973300000","-161900000","-862000000","-948900000","-1684300000","-1585400000","-3026900000","-4654400000","-6481600000","-7000800000","-8875500000","-9272200000.00001","",
"Tunisia","TUN","External balance on goods and services (current US$)","NE.RSB.GNFS.CD","","","","","","46095238.0952381","78666666.6666667","72571428.5714286","122476190.47619","122095238.095238","-39619047.6190476","-5545993.49780078","13623978.2016348","-9724857.68500949","112027491.408935","-81034054.1884166","-222248134.328358","-430769230.769231","-463959634.790966","-214760147.601476","-469004692.516671","-713649250.708789","-856441510.072794","-697701826.753094","-938208032.955716","-507130017.974835","-642065491.18388","-95933389.6464348","36372114.7120541","-334983672.179501","-866136363.636364","-647826086.956522","-1073948439.62008","-1098635050.31384","-459568999.604587","-704240245.320925","-294123690.158208","-471471199.927661","-640994116.097304","-446720620.468725","-722039833.661633","-864669493.292556","-873039319.12499","-939774932.091579","-781453231.633882","-124788037.613689","-647633358.37716","-740518183.237084","-1367015664.31296","-1174109457.15767","-2114643006.84644","-3306151441.96619","-4149817529.93149","-4308980119.40666","-5227955469.16416","-4726855628.05873","",
"Tunisia","TUN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","14.3955410340188","13.4858188472095","14.5263157894737","10.85149756939","12.6698168930892","24.7485442032822","24.4325919201089","24.7400468384075","26.4136193867802","32.2070034888228","32.9160445618468","34.0144852560786","38.0126830603586","38.7374693023069","41.9678302532512","45.6009038271431","49.8390197020663","47.4398468070935","42.7197826432138","44.3281766577257","38.1331661513472","37.302385341601","35.8157131656565","41.6576218737732","47.6616023107645","50.6042142441081","45.3203977121575","46.4650002188854","47.9656284525677","47.8721116999077","48.8100962948193","43.6109785328039","41.3866297061464","41.4596717349713","39.9260723550291","42.9092218677484","46.7352306553478","44.5570705197955","42.906655584862","44.7271528839865","45.3189558405579","47.9108434208887","52.989361531426","59.2218253666692","48.5355470267838","55.2785288916731","56.555676500414","58.6087599229616","57.0554906495421","56.5519204117996","51.7807875001185","",
"Tunisia","TUN","Imports of goods and services (constant LCU)","NE.IMP.GNFS.KN","","","","","","2506935600","2526813800","2691069100","2293089800","2342889500","2755725000","3007234800","3686017800","3644169300","4368776500","4798560700","5344683800","6156964000","6675466800","7681296400","8026755900","9071295100","9153945500","8949097400","9457138200","8223234300","8054166800","7776292700","9031957200","10346210300","11452266500","10807590200","12077692700","12408505400","12805229300","13283976400","12838080400","13970501400","14760870800","15179029100","16235926000","18463005100","17907128900","17961363600","18450353000","18442280900","21685117900","25519763000","29574902400","31629874500","34855600000","35737800800","40428613500","42529893600","","","",
"Tunisia","TUN","Imports of goods and services (annual % growth)","NE.IMP.GNFS.KD.ZG","","","","","","","0.792928226796107","6.50049085532143","-14.7888918943033","2.17172916647226","17.6207840788052","9.1268105489481","22.5716661698647","-1.13533092542309","19.8840158167185","9.83763303066661","11.3809772167725","15.1979093693064","8.42140379576688","15.0675545266737","4.49741140050266","13.0132174568807","0.911120177316249","-2.23781209971155","5.67700604085502","-13.0473286305576","-2.05597328048893","-3.45006636813133","16.1473410073672","14.5511440200359","10.6904476898174","-5.62924640288452","11.7519491070267","2.73903888943954","3.19719327357508","3.73868432016282","-3.35664552972254","8.82079691602493","5.65741613253768","2.83288368054815","6.96287551092448","13.7169823267241","-3.01075690002382","0.302866530435253","2.72245142902176","-0.0437503824452392","17.5837089651964","17.6833029807968","15.8901922404217","6.94836477296373","10.1983506131205","2.53101596300162","13.1256333489889","5.19750720612768","","","",
"Tunisia","TUN","Imports of goods and services (constant 2010 US$)","NE.IMP.GNFS.KD","","","","","","1751387173.39667","1765274416.65502","1880025918.68101","1601990917.9824","1636781821.99246","1925195612.68688","2100904568.95347","2575113734.80509","2545877672.20903","3052100391.22537","3352354827.44167","3733885566.57818","4301358110.94034","4663592846.1646","5366282241.1625","5607626030.45969","6337358599.97206","6395099552.88529","6251989241.30222","6606915048.20456","5744889129.52355","5626775744.02683","5432648246.47199","6309876484.56057","7228035699.31536","8000745074.75199","7550363420.42756","8437678286.99176","8668789576.63826","8945947533.88292","9280408271.62219","8968897862.23278","9760026128.26604","10312191420.9865","10604323808.8585","11342689674.4446","12898564412.4633","12510219994.4111","12548109263.658","12889725443.6216","12884086139.4439","15149586349.0289","17828533603.4651","20661521866.7039","22097159773.6482","24350705602.9062","24967025848.8193","28244106119.8826","29712095570.7699","","","",
"Tunisia","TUN","Imports of goods and services (current LCU)","NE.IMP.GNFS.CN","","","","","","74900000","73700000","82800000","69200000","85800000","187000000","215300000","264100000","304100000","498500000","573200000","657500000","833200000","962200000","1226300000","1614500000","2074300000","2279200000","2421400000","2842500000","2676300000","2671000000","2877900000","3607800000","4570700000","5473200000","5451500000","6368400000","7033200100","7570400000","8323000000","8315000000","9495500000","10293400000","10866200000","12629600000","14836800000","14659900000","15177500000","17371400000","18975500000","21922900000","26418800000","32730600000","28479300000","34855600000","36474000000","41233900000","42878000000","45703000000","43691800000","",
